id,type,name,displayName,symbol,clientType,isActive,year,description,systemEmail,contactEmail,url,domains,createdAt,updatedAt,provider_id,provider_type,member_id,member_type,raw_json
dk.dtic,clients,DTU Data,DTU Data,DK.DTIC,repository,True,2010,Institutional data repository built on the Figshare platform.  Containing Research data from Technical University of Denmark,,,https://data.dtu.dk/,"data.cvt.dk,orbit.dtu.dk,conferences.dtu.dk,prd1.cvt.dk,galatheadata.dk,proceedings.dtu.dk,usetox.org,dtu.dk,figshare.com,dtu.figshare.com,data.dtu.dk,space.dtu.dk,deic.dk",,,todn,providers,,,"{""id"": ""dk.dtic"", ""type"": ""clients"", ""attributes"": {""name"": ""DTU Data"", ""symbol"": ""DK.DTIC"", ""year"": 2010, ""alternateName"": ""Technical University of Denmark Data"", ""description"": ""Institutional data repository built on the Figshare platform.  Containing Research data from Technical University of Denmark"", ""language"": [], ""clientType"": ""repository"", ""domains"": ""data.cvt.dk,orbit.dtu.dk,conferences.dtu.dk,prd1.cvt.dk,galatheadata.dk,proceedings.dtu.dk,usetox.org,dtu.dk,figshare.com,dtu.figshare.com,data.dtu.dk,space.dtu.dk,deic.dk"", ""re3data"": ""https://doi.org/10.17616/R31NJMWG"", ""opendoar"": null, ""issn"": {}, ""url"": ""https://data.dtu.dk/"", ""created"": ""2010-12-16T13:00:41.000Z"", ""updated"": ""2024-03-19T09:51:17.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""todn"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""deicco"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.4122"", ""type"": ""prefixes""}, {""id"": ""10.5280"", ""type"": ""prefixes""}, {""id"": ""10.11581"", ""type"": ""prefixes""}, {""id"": ""10.11583"", ""type"": ""prefixes""}]}}}"
dxdt.vuxyfx,clients,Technische Hochschule Wildau,Technische Hochschule Wildau,DXDT.VUXYFX,repository,True,2025,,,,https://opus4.kobv.de/opus4-th-wildau/home,*,,,dxdt,providers,,,"{""id"": ""dxdt.vuxyfx"", ""type"": ""clients"", ""attributes"": {""name"": ""Technische Hochschule Wildau"", ""symbol"": ""DXDT.VUXYFX"", ""year"": 2025, ""alternateName"": ""Open-Access-Repositorium der TH Wildau"", ""description"": null, ""language"": [], ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": ""https://opus4.kobv.de/opus4-th-wildau/home"", ""created"": ""2025-07-15T14:39:33.000Z"", ""updated"": ""2025-07-17T08:18:54.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""dxdt"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""tibco"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.15771"", ""type"": ""prefixes""}]}}}"
ethz.epfl,clients,EPFL Infoscience,EPFL Infoscience,ETHZ.EPFL,repository,True,2013,,,,https://infoscience.epfl.ch/,*,,,amiv,providers,,,"{""id"": ""ethz.epfl"", ""type"": ""clients"", ""attributes"": {""name"": ""EPFL Infoscience"", ""symbol"": ""ETHZ.EPFL"", ""year"": 2013, ""alternateName"": null, ""description"": null, ""language"": [""en"", ""fr""], ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": ""https://infoscience.epfl.ch/"", ""created"": ""2013-02-08T13:05:27.000Z"", ""updated"": ""2023-07-19T08:08:50.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""amiv"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""ethzco"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.5075"", ""type"": ""prefixes""}]}}}"
ethz.unigenf,clients,Uni Genf,Uni Genf,ETHZ.UNIGENF,repository,True,2017,,,,https://archive-ouverte.unige.ch/,*,,,opkb,providers,,,"{""id"": ""ethz.unigenf"", ""type"": ""clients"", ""attributes"": {""name"": ""Uni Genf"", ""symbol"": ""ETHZ.UNIGENF"", ""year"": 2017, ""alternateName"": null, ""description"": null, ""language"": [], ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": ""https://archive-ouverte.unige.ch/"", ""created"": ""2017-04-27T13:01:35.000Z"", ""updated"": ""2020-12-16T10:26:30.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""opkb"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""ethzco"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.13097"", ""type"": ""prefixes""}]}}}"
gesis.psycharc,clients,Psychology Archives,Psychology Archives,GESIS.PSYCHARC,repository,True,2017,,,,,*,,,vpwd,providers,,,"{""id"": ""gesis.psycharc"", ""type"": ""clients"", ""attributes"": {""name"": ""Psychology Archives"", ""symbol"": ""GESIS.PSYCHARC"", ""year"": 2017, ""alternateName"": null, ""description"": null, ""language"": [], ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": null, ""created"": ""2017-05-09T14:44:50.000Z"", ""updated"": ""2024-03-07T09:29:13.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""vpwd"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""daraco"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.23668"", ""type"": ""prefixes""}]}}}"
gesis.ub-ku,clients,Universitätsbibliothek Eichstätt-Ingolstadt,Universitätsbibliothek Eichstätt-Ingolstadt,GESIS.UB-KU,repository,True,2018,,,,,*,,,evgg,providers,,,"{""id"": ""gesis.ub-ku"", ""type"": ""clients"", ""attributes"": {""name"": ""Universitätsbibliothek Eichstätt-Ingolstadt"", ""symbol"": ""GESIS.UB-KU"", ""year"": 2018, ""alternateName"": null, ""description"": null, ""language"": [], ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": null, ""created"": ""2018-07-16T08:15:28.000Z"", ""updated"": ""2020-12-03T08:26:23.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""evgg"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""TIBCO"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.17905"", ""type"": ""prefixes""}, {""id"": ""10.17904"", ""type"": ""prefixes""}]}}}"
hyfx.gqlzxo,clients,Jagiellonian University Medical College Portal for Management of Knowledge and Scientific Potential,Jagiellonian University Medical College Portal for Management of Knowledge and Scientific Potential,HYFX.GQLZXO,repository,True,2024,"Portal Zarządzania Wiedzą UJ CM is a knowledge and research potential management platform of medical information.
Easy data localization will be possible thanks to DOI and URL addresses given by administrators of the Knowledge Management Platform JU MC. The data will be stored in 2 copies for 10 years.",,,https://portalwiedzy.cm-uj.krakow.pl/,*,,,hyfx,providers,,,"{""id"": ""hyfx.gqlzxo"", ""type"": ""clients"", ""attributes"": {""name"": ""Jagiellonian University Medical College Portal for Management of Knowledge and Scientific Potential"", ""symbol"": ""HYFX.GQLZXO"", ""year"": 2024, ""alternateName"": ""Portal Zarządzania Wiedzą UJ CM"", ""description"": ""Portal Zarządzania Wiedzą UJ CM is a knowledge and research potential management platform of medical information.\r\nEasy data localization will be possible thanks to DOI and URL addresses given by administrators of the Knowledge Management Platform JU MC. The data will be stored in 2 copies for 10 years."", ""language"": [""en"", ""pl""], ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": ""https://doi.org/10.17616/R31NJNDH"", ""opendoar"": null, ""issn"": {}, ""url"": ""https://portalwiedzy.cm-uj.krakow.pl/"", ""created"": ""2024-02-28T12:35:26.000Z"", ""updated"": ""2024-02-28T12:52:25.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""hyfx"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""RLFE"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.60731"", ""type"": ""prefixes""}]}}}"
ias.repo,clients,Institute for Advanced Study repository,Institute for Advanced Study repository,IAS.REPO,repository,True,2021,,,,,*,,,ias,providers,,,"{""id"": ""ias.repo"", ""type"": ""clients"", ""attributes"": {""name"": ""Institute for Advanced Study repository"", ""symbol"": ""IAS.REPO"", ""year"": 2021, ""alternateName"": null, ""description"": null, ""language"": [], ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": null, ""created"": ""2021-08-25T16:49:56.000Z"", ""updated"": ""2021-08-25T16:50:42.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""ias"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""LYRASIS"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.48706"", ""type"": ""prefixes""}]}}}"
ined.prod,clients,Institut national d'études démographiques,Institut national d'études démographiques,INED.PROD,repository,True,2021,"L’Institut national d’études démographiques (Ined) est un organisme public de recherche spécialisé dans l’étude des populations, partenaire du monde universitaire et de la recherche au niveau national et à l’international.",,,https://www.ined.fr/,*,,,ined,providers,,,"{""id"": ""ined.prod"", ""type"": ""clients"", ""attributes"": {""name"": ""Institut national d'études démographiques"", ""symbol"": ""INED.PROD"", ""year"": 2021, ""alternateName"": ""INED"", ""description"": ""L’Institut national d’études démographiques (Ined) est un organisme public de recherche spécialisé dans l’étude des populations, partenaire du monde universitaire et de la recherche au niveau national et à l’international."", ""language"": [""fr""], ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": ""https://www.ined.fr/"", ""created"": ""2021-10-26T14:50:13.000Z"", ""updated"": ""2021-10-29T14:39:24.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""ined"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""inistco"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.48756"", ""type"": ""prefixes""}]}}}"
inist.humanum,clients,NAKALA,NAKALA,INIST.HUMANUM,repository,True,2020,"NAKALA allows research teams, who so request, to file their digital data (text files, sound, image, video) in a secure warehouse, with DOI, IIIF and which ensures both data availability and quotability time. NAKALA is a full Web application and a repository for humanities and social sciences. It's created and powered in France by Huma-Num, the french infrastructure for digital humanities.",,,https://nakala.fr,*,,,jbru,providers,,,"{""id"": ""inist.humanum"", ""type"": ""clients"", ""attributes"": {""name"": ""NAKALA"", ""symbol"": ""INIST.HUMANUM"", ""year"": 2020, ""alternateName"": ""Humanum-Nakala"", ""description"": ""NAKALA allows research teams, who so request, to file their digital data (text files, sound, image, video) in a secure warehouse, with DOI, IIIF and which ensures both data availability and quotability time. NAKALA is a full Web application and a repository for humanities and social sciences. It's created and powered in France by Huma-Num, the french infrastructure for digital humanities."", ""language"": [""fr"", ""en"", ""es""], ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": ""https://doi.org/10.17616/R3JM1B"", ""opendoar"": null, ""issn"": {}, ""url"": ""https://nakala.fr"", ""created"": ""2020-02-20T15:39:48.000Z"", ""updated"": ""2024-06-26T14:30:02.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""jbru"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""INISTCO"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.34847"", ""type"": ""prefixes""}]}}}"
inist.utc,clients,Université de technologie de Compiègne,Université de technologie de Compiègne,INIST.UTC,repository,True,2019,"A la fois université et école d'ingénieur, l'UTC est construite sur une pédagogie de l'autonomie et une recherche technologique interdisciplinaire orientée vers l'innovation. L'UTC forme des ingénieurs, masters et docteurs aptes à appréhender les interactions de la technologie avec l'homme et la société, et à évoluer dans un environnement concurrentiel mondial, dans un souci de développement durable. Les enseignants-chercheurs et ingénieurs de l'UTC donnent un sens à l'innovation, en permettant l'émergence de nouveaux axes à ce concept et en introduisant l'entreprenariat au cœur de leurs préoccupations.",,,https://www.utc.fr/,*,,,vcob,providers,,,"{""id"": ""inist.utc"", ""type"": ""clients"", ""attributes"": {""name"": ""Université de technologie de Compiègne"", ""symbol"": ""INIST.UTC"", ""year"": 2019, ""alternateName"": null, ""description"": ""A la fois université et école d'ingénieur, l'UTC est construite sur une pédagogie de l'autonomie et une recherche technologique interdisciplinaire orientée vers l'innovation. L'UTC forme des ingénieurs, masters et docteurs aptes à appréhender les interactions de la technologie avec l'homme et la société, et à évoluer dans un environnement concurrentiel mondial, dans un souci de développement durable. Les enseignants-chercheurs et ingénieurs de l'UTC donnent un sens à l'innovation, en permettant l'émergence de nouveaux axes à ce concept et en introduisant l'entreprenariat au cœur de leurs préoccupations."", ""language"": [], ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": ""https://www.utc.fr/"", ""created"": ""2019-10-29T13:52:47.000Z"", ""updated"": ""2021-09-13T10:14:58.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""vcob"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""inistco"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.34746"", ""type"": ""prefixes""}]}}}"
ist.rex,clients,ISTA Research Explorer,ISTA Research Explorer,IST.REX,repository,True,2020,"ISTA Research Explorer is an online digital repository of multi-disciplinary research datasets as well as publications produced at the Institute of Science and Technology Austria (ISTA), hosted by the Library.
ISTA researchers who have produced research data associated with an existing or forthcoming publication, or which has potential use for other researches, are invited to upload their dataset for sharing and safekeeping.
A persistent identifier and suggested citation will be provided.",,,https://research-explorer.ista.ac.at,"research-explorer.ista.ac.at,research-explorer.app.ist.ac.at,datarep.app.ist.ac.at,repository.ist.ac.at",,,ista,providers,,,"{""id"": ""ist.rex"", ""type"": ""clients"", ""attributes"": {""name"": ""ISTA Research Explorer"", ""symbol"": ""IST.REX"", ""year"": 2020, ""alternateName"": ""ISTA REx"", ""description"": ""ISTA Research Explorer is an online digital repository of multi-disciplinary research datasets as well as publications produced at the Institute of Science and Technology Austria (ISTA), hosted by the Library.\nISTA researchers who have produced research data associated with an existing or forthcoming publication, or which has potential use for other researches, are invited to upload their dataset for sharing and safekeeping.\nA persistent identifier and suggested citation will be provided."", ""language"": [""en""], ""clientType"": ""repository"", ""domains"": ""research-explorer.ista.ac.at,research-explorer.app.ist.ac.at,datarep.app.ist.ac.at,repository.ist.ac.at"", ""re3data"": ""https://doi.org/10.17616/R3877B"", ""opendoar"": null, ""issn"": {}, ""url"": ""https://research-explorer.ista.ac.at"", ""created"": ""2020-02-06T08:07:08.000Z"", ""updated"": ""2023-05-02T14:21:04.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""ista"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""tuwienco"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.15479"", ""type"": ""prefixes""}]}}}"
iufq.kqknhl,clients,Advocacy Unified Network,Advocacy Unified Network,IUFQ.KQKNHL,repository,False,2022,,,,https://aunetwork.org,*,,,qjzc,providers,,,"{""id"": ""iufq.kqknhl"", ""type"": ""clients"", ""attributes"": {""name"": ""Advocacy Unified Network"", ""symbol"": ""IUFQ.KQKNHL"", ""year"": 2022, ""alternateName"": null, ""description"": null, ""language"": [""en""], ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": ""https://aunetwork.org"", ""created"": ""2022-09-01T09:03:09.000Z"", ""updated"": ""2024-01-24T10:55:04.000Z"", ""isActive"": false}, ""relationships"": {""provider"": {""data"": {""id"": ""qjzc"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""txvt"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.57939"", ""type"": ""prefixes""}]}}}"
ivuw.iscpsi,clients,ISCPSI - Instituto Superior de Ciências Policiais e Segurança Interna,ISCPSI - Instituto Superior de Ciências Policiais e Segurança Interna,IVUW.ISCPSI,repository,True,2022,"O Instituto Superior de Ciências Policiais e Segurança Interna é uma instituição de ensino superior público universitário policial único em Portugal e pioneiro na Europa e no mundo no estudo das ciências policiais e da segurança interna, sendo a sua marca a garantia dos diretos humanos. O ISCPSI tem por missão ministrar formação inicial e ao longo da vida dos quadros superiores da Polícia de Segurança Pública (PSP) por meio de cursos conferentes e não conferentes de graus académicos em ciências policias, e prestar um serviço contínuo de formação a todos os dirigentes de outras forças, serviços e organismos de segurança nacionais e estrangeiros, em especial da lusofonia. O ISCPSI promove para toda a comunidade nacional e internacional a oferta de cursos conferentes de grau académico no âmbito das ciências policiais e segurança interna, através do Mestrado em Ciências Policiais com três especializações: segurança interna, gestão da segurança, criminologia e investigação criminal.",,,https://comum.rcaap.pt/handle/10400.26/6300,*,,,ivuw,providers,,,"{""id"": ""ivuw.iscpsi"", ""type"": ""clients"", ""attributes"": {""name"": ""ISCPSI - Instituto Superior de Ciências Policiais e Segurança Interna"", ""symbol"": ""IVUW.ISCPSI"", ""year"": 2022, ""alternateName"": ""RC-ISCPSI"", ""description"": ""O Instituto Superior de Ciências Policiais e Segurança Interna é uma instituição de ensino superior público universitário policial único em Portugal e pioneiro na Europa e no mundo no estudo das ciências policiais e da segurança interna, sendo a sua marca a garantia dos diretos humanos. O ISCPSI tem por missão ministrar formação inicial e ao longo da vida dos quadros superiores da Polícia de Segurança Pública (PSP) por meio de cursos conferentes e não conferentes de graus académicos em ciências policias, e prestar um serviço contínuo de formação a todos os dirigentes de outras forças, serviços e organismos de segurança nacionais e estrangeiros, em especial da lusofonia. O ISCPSI promove para toda a comunidade nacional e internacional a oferta de cursos conferentes de grau académico no âmbito das ciências policiais e segurança interna, através do Mestrado em Ciências Policiais com três especializações: segurança interna, gestão da segurança, criminologia e investigação criminal."", ""language"": [""pt""], ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": ""https://comum.rcaap.pt/handle/10400.26/6300"", ""created"": ""2022-04-05T11:06:51.000Z"", ""updated"": ""2022-04-05T13:30:04.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""ivuw"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""fctco"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.57776"", ""type"": ""prefixes""}]}}}"
lnav.mr,clients,Mines Repository,Mines Repository,LNAV.MR,repository,True,2022,The Mines Repository hosted by Atmire.,,,https://repository.mines.edu,*,,,lnav,providers,,,"{""id"": ""lnav.mr"", ""type"": ""clients"", ""attributes"": {""name"": ""Mines Repository"", ""symbol"": ""LNAV.MR"", ""year"": 2022, ""alternateName"": ""Mines Repository"", ""description"": ""The Mines Repository hosted by Atmire."", ""language"": [""en""], ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": ""https://repository.mines.edu"", ""created"": ""2022-03-10T21:00:36.000Z"", ""updated"": ""2022-03-10T21:56:07.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""lnav"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.25676"", ""type"": ""prefixes""}]}}}"
mdw.repository,clients,mdwRepository,mdwRepository,MDW.REPOSITORY,repository,True,2020,"mdw Repository provides researchers with a robust infrastructure for research data management and ensures accessibility of research data during and after completion of research projects, thus, providing a quality boost to contemporary and future research.",,,https://repo.mdw.ac.at,*,,,mdw,providers,,,"{""id"": ""mdw.repository"", ""type"": ""clients"", ""attributes"": {""name"": ""mdwRepository"", ""symbol"": ""MDW.REPOSITORY"", ""year"": 2020, ""alternateName"": null, ""description"": ""mdw Repository provides researchers with a robust infrastructure for research data management and ensures accessibility of research data during and after completion of research projects, thus, providing a quality boost to contemporary and future research."", ""language"": [""en"", ""de""], ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": ""https://doi.org/10.17616/R30M00"", ""opendoar"": null, ""issn"": {}, ""url"": ""https://repo.mdw.ac.at"", ""created"": ""2020-01-09T15:40:37.000Z"", ""updated"": ""2020-01-09T15:46:47.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""mdw"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""tuwienco"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.21939"", ""type"": ""prefixes""}]}}}"
nihnia.alzped,clients,AlzPED,AlzPED,NIHNIA.ALZPED,repository,True,2025,,,,,*,,,nihnia,providers,,,"{""id"": ""nihnia.alzped"", ""type"": ""clients"", ""attributes"": {""name"": ""AlzPED"", ""symbol"": ""NIHNIA.ALZPED"", ""year"": 2025, ""alternateName"": null, ""description"": null, ""language"": [], ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": null, ""created"": ""2025-02-04T17:51:18.000Z"", ""updated"": ""2025-03-21T13:55:52.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""nihnia"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""OAEM"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.71562"", ""type"": ""prefixes""}]}}}"
nrc.ir,clients,NRC Digital Repository,NRC Digital Repository,NRC.IR,repository,True,2020,A public access repository for discovering research outputs produced by the National Research Council of Canada. The platform hosts multiple collections containing digital objects of all kinds.,,,,*,,,nrc,providers,,,"{""id"": ""nrc.ir"", ""type"": ""clients"", ""attributes"": {""name"": ""NRC Digital Repository"", ""symbol"": ""NRC.IR"", ""year"": 2020, ""alternateName"": ""NRC-DR"", ""description"": ""A public access repository for discovering research outputs produced by the National Research Council of Canada. The platform hosts multiple collections containing digital objects of all kinds."", ""language"": [], ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": null, ""created"": ""2020-03-03T15:47:22.000Z"", ""updated"": ""2022-07-18T10:47:05.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""nrc"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""DCAN"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.4224"", ""type"": ""prefixes""}]}}}"
oclc.mrd,clients,"Membership and Research Division, OCLC, Inc.","Membership and Research Division, OCLC, Inc.",OCLC.MRD,repository,True,2018,,,,,*,,,oclc,providers,,,"{""id"": ""oclc.mrd"", ""type"": ""clients"", ""attributes"": {""name"": ""Membership and Research Division, OCLC, Inc."", ""symbol"": ""OCLC.MRD"", ""year"": 2018, ""alternateName"": null, ""description"": null, ""language"": [], ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": null, ""created"": ""2018-08-13T16:28:50.000Z"", ""updated"": ""2025-10-22T16:18:30.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""oclc"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.25333"", ""type"": ""prefixes""}]}}}"
oibk.ohycfa,clients,Materials Data Repository,Materials Data Repository,OIBK.OHYCFA,repository,True,2021,"MDR is a data repository to collect and store papers, presentation materials, and related materials data to accumulate and release them in a form suitable for the promotion of materials research and materials informatics. Users can search the documents and the data from information (metadata) such as sample, instrument, method, and from the full text of the deposited data, to browse and download them freely. User registration is not required and there is no charge for use.",,,https://mdr.nims.go.jp,*.nims.go.jp,,,oibk,providers,,,"{""id"": ""oibk.ohycfa"", ""type"": ""clients"", ""attributes"": {""name"": ""Materials Data Repository"", ""symbol"": ""OIBK.OHYCFA"", ""year"": 2021, ""alternateName"": ""NIMS Materials Data Repository"", ""description"": ""MDR is a data repository to collect and store papers, presentation materials, and related materials data to accumulate and release them in a form suitable for the promotion of materials research and materials informatics. Users can search the documents and the data from information (metadata) such as sample, instrument, method, and from the full text of the deposited data, to browse and download them freely. User registration is not required and there is no charge for use."", ""language"": [""en"", ""ja""], ""clientType"": ""repository"", ""domains"": ""*.nims.go.jp"", ""re3data"": ""https://doi.org/10.17616/R31NJMWR"", ""opendoar"": null, ""issn"": {}, ""url"": ""https://mdr.nims.go.jp"", ""created"": ""2021-02-26T11:13:08.000Z"", ""updated"": ""2024-02-06T07:06:17.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""oibk"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.34968"", ""type"": ""prefixes""}, {""id"": ""10.48505"", ""type"": ""prefixes""}, {""id"": ""10.46297"", ""type"": ""prefixes""}]}}}"
pzbm.skim,clients,TH OWL,TH OWL,PZBM.SKIM,repository,True,2020,,,,https://www.th-owl.de/elsa,*,,,pzbm,providers,,,"{""id"": ""pzbm.skim"", ""type"": ""clients"", ""attributes"": {""name"": ""TH OWL"", ""symbol"": ""PZBM.SKIM"", ""year"": 2020, ""alternateName"": null, ""description"": null, ""language"": [""de""], ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": ""https://www.th-owl.de/elsa"", ""created"": ""2020-12-18T12:37:31.000Z"", ""updated"": ""2024-08-28T06:50:01.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""pzbm"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""HBZCO"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.25644"", ""type"": ""prefixes""}]}}}"
